category,title,link,content
Business,"
                     Zim to achieve zero tariffs by 2035
                    ",https://www.newsday.co.zw/business/article/200026572/govt-introduces-fresh-tax-to-keep-forex-inland,"
                Zimbabwe’s tariff liberalisation schedule has 6 606 total tariff lines, which have been categorised as categories A, B, and C.
              "
Business,"
                     Zimplats spends US$789 million on projects
                    ",https://www.newsday.co.zw/author/6352/tafadzwa-mhlanga,"
                6E metal in final product improved by 12% year-on-year and was 1% higher than the prior quarter.
              "
Business,"
                     Econet in a remittance first for Zimbabwe
                    ",https://www.newsday.co.zw/business/article/200026629/the-top-5-container-shipping-companies-in-the-world,"
                Econet has partnered with its sister company, Sasai Money Transfer
              "
Business,"
                     Risk management and insurance club launched at GZU
                    ",https://www.newsday.co.zw/author/5184/newsday,"
                The club members will have access to the trending issues in the industry, which could help them to formulate their research topics and produce dissertations.
              "
Business,"
                     A third of Zim’s industry ready for AfCFTA: CZI
                    ",https://www.newsday.co.zw/business/article/200026540/zctu-mourns-over-low-wages,"
                He said that companies noted that the cost of production was higher in Zimbabwe compared to other countries making local firms uncompetitive.
              "
Business,"
                     Kuvimba CEO steps down
                    ",https://www.newsday.co.zw/author/6312/blessed-ndlovu,"
                Chinyemba had plans to list the company on the Victoria Falls Stock Exchange.
              "
Business,"
                     Metbank eyes more forex loans to drive profitability
                    ",https://www.newsday.co.zw/business/article/200026539/entrepreneurs-need-to-enter-into-alliances,"
                A monetary gain and fair value adjustment were the main drivers of profit after tax.
              "
Business,"
                     Zimplow completes Barzem acquisition
                    ",https://www.newsday.co.zw/author/6352/tafadzwa-mhlanga,"
                Zimplow said TPS has created a footprint in the supply of filtration, lubricants and mining ground engaging tools as well as securing service level agreements with key operators.
              "
Business,"
                     Botswana eyes investment opportunities in Zim
                    ",https://www.newsday.co.zw/business/article/200026541/cbz-to-monitor-risks-to-protect-330-profit,"
                ZimTrade and BITC signed a memorandum of understanding in 2018 to facilitate collaboration and cooperation between the two organisations.
              "
Opinion & Analysis,"
                     The whimsical world of work-life balance
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026740/the-whimsical-world-of-work-life-balance,"
                Let’s ponder the term “work-life balance” for a moment.
              "
Opinion & Analysis,"
                     PVO Bill poisoned chalice.
                    ",https://www.newsday.co.zw/author/6122/kumbirai-thierry-nhamo,"
                It is imperative that individuals and organizations come out in large numbers to the Public Hearings for the PVO Bill and voice their opposition to the proposed amendments. 
              "
Opinion & Analysis,"
                     Africa’s role in delivering a new health win
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026731/pvo-bill-poisoned-chalice,"
                Immunisation is one of our most successful and cost-effective public health interventions.
              "
Opinion & Analysis,"
                     ED must innovate to create a new economy
                    ",https://www.newsday.co.zw/author/6450/simbarashe-jingo,"
                In this suffering some want the status quo to remain and they are in their millions.
              "
Opinion & Analysis,"
                     Let’s build a strong AI adoption framework
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026662/africas-role-in-delivering-a-new-health-win,"
                AI has emerged as a new battleground for international competition, with nations recognising its potential to drive economic prosperity and national security.
              "
Opinion & Analysis,"
                     10 things that will transform Zim
                    ",https://www.newsday.co.zw/author/6748/etleva-kadilli,"
                No magic wand, no quick fix, let alone an individual will transform Zimbabwe. Nation building is heavy lifting, multifaceted, time consuming and needs all hands on deck.
              "
Opinion & Analysis,"
                     Benefits of integrating food systems with education
                    ",https://www.newsday.co.zw/author/6749/christopher-j-elias,"
                Knowledge around appropriate food preservation technologies can be embedded at industrial parks occupied by the young generation who are attached to colleges and universities.
              "
Opinion & Analysis,"
                     ZiG is yet another infernal nuisance
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026670/ed-must-innovate-to-create-a-new-economy,"
                There is a cost to a government in the hands of a ruling elite of low reputation. It cannot evade censure for attaining power illegitimately and for not being respectful of human rights.
              "
Opinion & Analysis,"
                     Gummies vs. flower vs. concentrates: The difference between THCA products
                    ",https://www.newsday.co.zw/author/5652/brian-sedze,"
                The THCA flower consists of the dried buds that contain THCA alongside other cannabinoids and terpenes. 
              "
Opinion & Analysis,"
                     Effective communication: An invaluable problem solving tool
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026637/lets-build-a-strong-ai-adoption-framework,"
                Effective communication is not just about being able to talk, but also about being able to express your thoughts and ideas with clarity and charisma.
              "
Opinion & Analysis,"
                     Zimbabwe can’t develop on the back of slave labour
                    ",https://www.newsday.co.zw/author/6747/darlington-chigumbu,"
                Are those Mnangagwa’s aspirations? Is this how Zimbabwe is expected to achieve Mnangagwa’s envisioned Vision 2030?
              "
Opinion & Analysis,"
                     Is latest global steady economic growth real?
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026635/10-things-that-will-transform-zim,"
                It may also mean that global economies have found opportunities in some of the major wars with the economic benefits far outweighing the negative impacts
              "
Opinion & Analysis,"
                     World Press freedom in the face of green propaganda onslaught
                    ",https://www.newsday.co.zw/author/5516/trevor-ncube,"
                Environmental journalists and the journalism profession are at a crossroad, with the profession more dangerous than ever before.
              "
Opinion & Analysis,"
                     The language of success
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026604/benefits-of-integrating-food-systems-with-education,"
                When we greet people, their most obvious response is “I am fine!” Stop and think. What does that really mean? Most people settle in that zone called fine. It is generally good.
              "
Opinion & Analysis,"
                     New and living way
                    ",https://www.newsday.co.zw/author/5299/charles-dhewa,"
                Complaining or murmuring is fertile ground for not realising the promises of God.
              "
Opinion & Analysis,"
                     Is Zim opposition still left-leaning?
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026606/zig-is-yet-another-infernal-nuisance,"
                It was curious that the main opposition party did not give a solidarity statement at the May Day celebrations at Gwanzura Stadium in Highfield, Harare.
              "
Opinion & Analysis,"
                     Press Freedom and climate journalism: United in crisis
                    ",https://www.newsday.co.zw/author/6321/cyprian-muketiwa-ndawana,"
                Some journalists understandably believe they are targeted by Israeli forces.
              "
Opinion & Analysis,"
                     Winter wheat preps: What farmers should prioritise
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026762/gummies-vs-flower-vs-concentrates-the-difference-between-thca-products,"
                As the current wild season is almost on its periphery, ahead of us is yet another exciting winter season for winter cropping to which participating farmers are currently gearing up.
              "
Opinion & Analysis,"
                     When the mind needs a helping hand: Exploring  the world of neuropsychology
                    ",https://www.newsday.co.zw/author/5184/newsday,"
                You might solve some puzzles, answer questions, or use blocks or computers for tasks that seem simple but reveal a lot about how your brain processes information.
              "
Opinion & Analysis,"
                     Zim’s moving coffins: The untold story of targets
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026579/effective-communication-an-invaluable-problem-solving-tool,"
                According to the Traffic Safety Council of Zimbabwe (TSCZ), about 90% of road accidents are a result of human error.
              "
Opinion & Analysis,"
                     ZiG will stand or fall on public trust, nothing else
                    ",https://www.newsday.co.zw/author/6679/rutendo-kureya,"
                Also, the statutory instruments recently enacted to shield parastatals from public scrutiny undermine public trust in our financial governance.  
              "
Opinion & Analysis,"
                     The power of naming
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026575/zimbabwe-cant-develop-on-the-back-of-slave-labour,"
                From the moment we are born, our names begin to shape our identities.
              "
Opinion & Analysis,"
                     African economies should use natural resources to shape career pathways
                    ",https://www.newsday.co.zw/author/5303/tendai-ruben-mbofana,"
                A lot could be learnt from African tradition that had its own ways of identifying talents, gifts and passions within children from a tender age.
              "
Opinion & Analysis,"
                     New dispensation is losing its marbles
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026542/is-latest-global-steady-economic-growth-real,"
                A truly listening president ought have discerned the essence of the apprehension of citizenry on the introduction of ZiG. Granted, citizenry is distraught as it can sense a bad omen.
              "
Opinion & Analysis,"
                     The middle: How to overcome frustration and avoid burnout
                    ",https://www.newsday.co.zw/author/5330/tapiwa-gomo,"
                Understanding what needs to be done in order to attain success but somehow still not succeeding can be a tough blow.
              "
Opinion & Analysis,"
                     It’s not sabotage but poor economics!
                    ",https://www.newsday.co.zw/opinion-analysis/article/200026546/world-press-freedom-in-the-face-of-green-propaganda-onslaught,"
                Businesses and State institutions similarly had to shut down their vending systems in order to reconfigure them to recognise the local currency.
              "
Sport,"
                     Cosafa honour Chidzambga, Tangawarima
                    ",https://www.newsday.co.zw/sport/article/200026734/cosafa-honour-chidzambga-tangawarima,"
                Sunday Chidzambga has been awarded for his extraordinary success in the COSAFA Cup
              "
Sport,"
                     Raza yearns to rediscover form
                    ",https://www.newsday.co.zw/author/5371/sports-reporter,"
                Raza, the mercurial Chevrons skipper who made it into the ICC Men's global T20I squad for 2023, reflected on his performance
              "
Sport,"
                     Mohadi shamed by stadia ban
                    ",https://www.newsday.co.zw/sport/article/200026663/raza-yearns-to-rediscover-form,"
                Mohadi came face to face to with the level of decay of the local sporting facilities when he toured the National Sports Stadium, Magamba Hockey Stadium and Rufaro Stadium
              "
Sport,"
                     Kaindu prays for goals
                    ",https://www.newsday.co.zw/author/6351/austin-karonga,"
                He struggled in the 2-0 victory over Caps United in which defender Andrew Mbeba and midfielder Mckinnon Mushore scored.
              "
Sport,"
                     All eyes on local golfers
                    ",https://www.newsday.co.zw/sport/article/200026666/mohadi-shamed-by-stadia-ban,"
                The event launched on Sunday with a pre-qualifier event saw ProAm competition being held in the past two days as a precursor to the main Championship.
              "
Sport,"
                     Zim fights for ranking points
                    ",https://www.newsday.co.zw/author/5294/henry-mhara,"
                The Chevrons, buoyed by some impressive bowling display from pace bowler Blessing Muzarabani, came close to revive the series on Tuesday in the third T20I match.
              "
Sport,"
                     PSL comes down hard on Caps, Chitembwe
                    ",https://www.newsday.co.zw/sport/article/200026665/kaindu-prays-for-goals,"
                FC Platinum, who were leading the match 1-0 when the match was called off due to crowd trouble, have been handed the game on a 3-0 forfeiture scoreline.
              "
Sport,"
                     PSL imposes fine on Caps, Chitembwe
                    ",https://www.newsday.co.zw/author/5216/fortune-mbele,"
                FC Platinum, who were leading 1-0 when the match was abandoned
              "
Sport,"
                     Chinhoi oozes confidence ahead of Zim Open
                    ",https://www.newsday.co.zw/sport/article/200026650/all-eyes-on-local-golfers,"
                Chinhoi bagged the biggest win of his career in May last year when he won the Sunshine Tour-sanctioned Zanaco Masters in Zambia.
              "
Sport,"
                     Matsikenyeri demands better from batters
                    ",https://www.newsday.co.zw/author/5238/munyaradzi-madzokere,"
                Zimbabwe will play two more T20I matches against Bangladesh after today.
              "
Sport,"
                     Pressure eases on Chiragwi
                    ",https://www.newsday.co.zw/sport/article/200026649/zim-fights-for-ranking-points,"
                Chiragwi is demanding his defence, which was the team’s pillar of strength last season, to pull up their socks.
              "
Sport,"
                     Vincent duo ready for Zim Open
                    ",https://www.newsday.co.zw/author/6351/austin-karonga,"
                Their arrival is a major boost for the country’s premier golf tournament which is set to run from May 9 to 12 at the 126-year-old golf facility in Harare.
              "
Sport,"
                     Where there’s William, there’s a way
                    ",https://www.newsday.co.zw/sport/article/200026648/psl-comes-down-hard-on-caps-chitembwe,"
                That proved to be the only meaningful chance in the uneventful second half.
              "
Sport,"
                     Arenel frustrate Bosso
                    ",https://www.newsday.co.zw/author/5294/henry-mhara,"
                Highlanders coach Kelvin Kaindu said the draw felt like a defeat.
              "
Sport,"
                     Brito wants Warriors job
                    ",https://www.newsday.co.zw/sport/article/200026626/psl-imposes-fine-on-caps-chitembwe,"
                An impeccable source within the leadership of local football confirmed that the former Warriors and Highlanders’ gaffer had applied for the job.
              "
Sport,"
                     Bosso wary of Arenel, GameCocks host DeMbare
                    ",https://www.newsday.co.zw/author/5371/sports-reporter,"
                Coach Joey Antipas is hoping for the best against Dynamos and bouncing back to winning ways.
              "
Sport,"
                     Zifa take Warriors to Joburg
                    ",https://www.newsday.co.zw/sport/article/200026609/chinhoi-oozes-confidence-ahead-of-zim-open,"
                Four days later, Zimbabwe will face off with South Africa in an away match which has been scheduled for the Free State Stadium in Bloemfontein.
              "
Sport,"
                     Bosso won’t have it easy: Arenel
                    ",https://www.newsday.co.zw/author/5238/munyaradzi-madzokere,"
                Arenel lost their last two matches to Manica Diamonds and Green Fuel and sit on position 16 on the log table with eight points from one win and five draws.
              "
Sport,"
                     Lack of incentives sniffles Young Sables
                    ",https://www.newsday.co.zw/sport/article/200026565/matsikenyeri-demands-better-from-batters,"
                Young Sables head coach Shaun de Souza, who missed out on a third straight Barthes Trophy victory, pointed out the lack of incentives as a major draw back.
              "
Sport,"
                     Dynamos miss key trio
                    ",https://www.newsday.co.zw/author/6351/austin-karonga,"
                There is also disappointment for Makarati who is back on the sidelines after he recently recovered from an injury that kept him out of action for the first five matches of the season.
              "
Sport,"
                     End of the road for Lady Chevrons
                    ",https://www.newsday.co.zw/sport/article/200026571/pressure-eases-on-chiragwi,"
                Zimbabwe got off to the worst possible start during their chase, losing three wickets for 30 runs in the powerplay.
              "
Sport,"
                     Academy’s Porto deal to help Zim players
                    ",https://www.newsday.co.zw/author/5294/henry-mhara,"
                At least 150 kids from Harare and other surrounding areas have to date enrolled at the academy that trains children, both boys and girls under the age of 20.
              "
Sport,"
                     Zim runner eyes victory in Turkey race
                    ",https://www.newsday.co.zw/sport/article/200026570/vincent-duo-ready-for-zim-open,"
                Apart from the Izmir 21km marathon set for August, Mabika is also targeting to compete in two more races in Abu Dhabi before year end.
              "
Sport,"
                     Prince Dube’s transfer saga rages on
                    ",https://www.newsday.co.zw/author/5238/munyaradzi-madzokere,"
                Reports from Tanzania yesterday suggested the cash-rich club had bought a luxury house for Dube in Salasala, a few kilometres from the Indian Ocean beach as part of the deal.
              "
Sport,"
                     Another stern test for Mangombe
                    ",https://www.newsday.co.zw/sport/article/200026553/where-theres-william-theres-a-way,"
                Dynamos defeated TelOne in Mangombe’s next assignment and his game against Chegutu Pirates was abandoned with the Glamour Boys leading 1-0
              "
Sport,"
                     D-Day for the Lady Chevrons
                    ",https://www.newsday.co.zw/author/5294/henry-mhara,"
                After investing immensely in these qualifiers going as far as India, the Lady Chevrons' dream came under threat following an uncharacteristic six-wicket
              "
Life & Style,"
                     Multi-media expos to improve Zim’s broadcasting sector
                    ",https://www.newsday.co.zw/life-amp-style/article/200026630/multi-media-expos-to-improve-zims-broadcasting-sector,"
                Nleya mentioned that it is not advisable to enter an oversubscribed sector, but one should start something new and make a difference to help to develop the country.
              "
Life & Style,"
                     MaBlerh back to host The Real Housewives of Durban reunion
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                The confrontations resulted in the ladies splitting into two core groups. On the one side were Sorisha Naidoo, Slee Ndlovu and newcomers Ameigh Thompson and Angel Ndlela.
              "
Life & Style,"
                     Gemma Griffiths pays tribute to Bob Nyabinde
                    ",https://www.newsday.co.zw/life-amp-style/article/200026631/mablerh-back-to-host-the-real-housewives-of-durban-reunion,"
                In a social media post prior to the release of the project, the musician expressed heartfelt appreciation to the late icon for his inspiration and guidance.
              "
Life & Style,"
                     Hearing-impaired having it rough in healthcare
                    ",https://www.newsday.co.zw/author/5405/life-style-reporter,"
                Dance projects manager Tsungirirai Tsikira said rigorous efforts must be made to deal with the challenges facing the hearing impaired community.
              "
Life & Style,"
                     Mono Mukundu lauds Mokoomba
                    ",https://www.newsday.co.zw/life-amp-style/article/200026598/gemma-griffiths-pays-tribute-to-bob-nyabinde,"
                In February, the group headlined the Marrabenta Festival in Marracuene, Mozambique alongside musician Morena Leraba from Lesotho.
              "
Life & Style,"
                     ‘Drug abuse scourge also taking a toll on women’
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                The report further noted that violence can negatively affect women’s physical, mental, sexual and reproductive health and may increase the risk of acquiring HIV in some settings.
              "
Life & Style,"
                     US fans inspire Freeman
                    ",https://www.newsday.co.zw/life-amp-style/article/200026596/hearing-impaired-having-it-rough-in-healthcare,"
                Other local artistes who performed in Dallas at the two-day festival on March 28 were Trevor Dongo, Tariro Gezi and Julian King.
              "
Life & Style,"
                     Queens Sports Club in 'good' state after Byo Shutdown: Management
                    ",https://www.newsday.co.zw/author/5326/patricia-sibanda,"
                South African superstars Kwesta, Murumba Pitch and Emtee, alongside local favourites Winky D, Enzo Ishall, Mzoe 7, and Killer T, also shared the stage with Winky D.
              "
Life & Style,"
                     Chibuku Neshamwari festival dates set
                    ",https://www.newsday.co.zw/life-amp-style/article/200026597/mono-mukundu-lauds-mokoomba,"
                To participate in the dance festival, groups should visit their nearest NACZ centre to sign up their respective groups.
              "
Life & Style,"
                     ‘Content piracy threatening millions of livelihoods’
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                The workshop will also highlight the importance of public-private co-operation in the fight against piracy and safeguarding copyright.
              "
Life & Style,"
                     Exploring Bling 4's music themes
                    ",https://www.newsday.co.zw/life-amp-style/article/200026577/drug-abuse-scourge-also-taking-a-toll-on-women,"
                The musician has demonstrated consistency in the music industry, which has seen him performing at prestigious events alongside big names in the industry.
              "
Life & Style,"
                     Mlalazi acknowledges fans request for Manyowa collabo
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                The song is a showcase of powerful vocals and rich lyrical prowess by Mlalazi and Manyowa while the visuals and cinematography depict great artistry.
              "
Life & Style,"
                     Model urges men to seek help when vulnerable
                    ",https://www.newsday.co.zw/life-amp-style/article/200026578/us-fans-inspire-freeman,"
                Social media advertising being pushed by the fashion world has fostered inclusivity.
              "
Life & Style,"
                     ZAOGA preserves Guti’s legacy
                    ",https://www.newsday.co.zw/author/5350/albert-masaka,"
                Archbishop Guti was born on May 5 1923 and he died on July 5, 2023, at the age of 100.
              "
Life & Style,"
                     Flying Bantu aims to attain regional appeal
                    ",https://www.newsday.co.zw/life-amp-style/article/200026586/queens-sports-club-in-good-state-after-byo-shutdown-management,"
                The band has Amkela Moyo (guitar), Bongani Moyo (bass), Joshua Alufasi (keys) and Sam Gulubane (drums).
              "
Life & Style,"
                     Stellar performances mark local edition of International Jazz Day
                    ",https://www.newsday.co.zw/author/5290/staff-reporter,"
                Other talented musicians on the bill included Prudence Katomeni, Rute Mbangwa, Nicholar Mutuwa, Mono Mukundu and Victor Kunonga.
              "
Life & Style,"
                     Gurira amplifies voices of vulnerable women
                    ",https://www.newsday.co.zw/life-amp-style/article/200026544/chibuku-neshamwari-festival-dates-set,"
                Gurira urged the UN Security Council and member States to acknowledge women, survivors and to specifically shine a light on people of Africa in particular, to fight impunity.
              "
Life & Style,"
                     Nyanga: A tale of courage, conservation amid adversity
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                Produced by Talent Chitauro and written by Ndhlovu, Nyanga is a work of love that celebrates the rich cultural heritage and natural beauty of Zimbabwe.
              "
Life & Style,"
                     Kumbekumbe Street Café lives up to its billing
                    ",https://www.newsday.co.zw/life-amp-style/article/200026543/content-piracy-threatening-millions-of-livelihoods,"
                “This Street Café has helped us to bring together people through a creative process which involves usage of the arts,” Chikore said.
              "
Life & Style,"
                     Anibal’s pre-album launch set for sharing experiences
                    ",https://www.newsday.co.zw/author/5349/style-reporter,"
                Anibal told NewsDay Life & Style that she highly rates Masa which became her second international tour this year after a well-received performance at the Sauti zaBusara in February.
              "
Life & Style,"
                     All set for International Jazz Day celebrations
                    ",https://www.newsday.co.zw/life-amp-style/article/200026447/exploring-bling-4s-music-themes,"
                The concert, which starts at 6pm, has been dubbed: A Century of Jazz.
              "
Life & Style,"
                     Zimdancehall artiste Mbida D in court for fraud
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                Madondo allegedly failed to show up on the agreed date, and became evasive.
              "
Life & Style,"
                     Brian Nhanhanga headlines Manicaland Jazz Fest
                    ",https://www.newsday.co.zw/life-amp-style/article/200026362/mlalazi-acknowledges-fans-request-for-manyowa-collabo,"
                The festival is the brainchild of NACZ.
              "
Life & Style,"
                     Fashion show takes centre stage at Wedding Expo
                    ",https://www.newsday.co.zw/author/5405/life-style-reporter,"
                The two-day event, which was held on Friday and Saturday after a four-year hiatus  targeted wedding providers to showcase their products and services
              "
Life & Style,"
                     Modeling offers platform to lead by example
                    ",https://www.newsday.co.zw/life-amp-style/article/200026363/model-urges-men-to-seek-help-when-vulnerable,"
                The crowned queen will represent the country at the 73rd Miss Universe competition in Mexico in November.
              "
Life & Style,"
                     Celebrate, preserve culture for future generations: Ndinde
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                People are encouraged to adorn public places with their respective cultural artefacts and attire or contemporary fashion influenced by indigenous designs during Culture Month.
              "
